customerID,Churn,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,Monthly,Total
4957-TIALW,0,Female,0,0,1,15,1,No,DSL,Yes,Yes,Yes,Yes,No,No,One year,0,Credit card (automatic),65.6,983.9999999999999
4957-TREIR,0,Male,0,0,0,3,1,No,DSL,Yes,No,No,Yes,Yes,No,Month-to-month,1,Credit card (automatic),64.4,193.20000000000002
4958-GZWIY,1,Male,0,1,1,7,1,No,DSL,No,No,Yes,No,No,No,Month-to-month,0,Electronic check,48.7,340.90000000000003
4958-XCBDQ,1,Male,1,0,0,35,1,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,1,Electronic check,101.4,3549.0
4959-JOSRX,1,Female,0,1,0,2,1,No,DSL,No,No,No,No,No,No,Month-to-month,1,Credit card (automatic),44.6,89.2
4962-CHQPW,0,Male,0,0,1,29,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,0,Mailed check,19.85,575.6500000000001
4967-WPNCF,0,Male,0,0,0,72,0,No phone service,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,1,Bank transfer (automatic),63.7,4586.400000000001
4971-PUYQO,1,Female,0,0,0,27,1,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,1,Mailed check,94.55,2552.85
4973-MGTON,0,Female,0,1,0,71,1,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,1,Credit card (automatic),84.4,5992.400000000001
4973-RLZVI,0,Female,0,0,0,30,1,No,DSL,Yes,Yes,Yes,Yes,Yes,No,One year,0,Credit card (automatic),74.65,2239.5
4976-LNFVV,0,Male,1,1,0,19,0,No phone service,DSL,No,Yes,Yes,No,No,No,Month-to-month,1,Credit card (automatic),34.3,651.6999999999999
4979-HPRFL,0,Male,0,1,1,56,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Bank transfer (automatic),24.15,1352.3999999999999
4980-URKXC,0,Male,0,1,0,36,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,0,Bank transfer (automatic),20.85,750.6
4981-FLTMF,0,Female,0,1,1,57,1,Yes,DSL,Yes,Yes,No,Yes,No,No,Month-to-month,0,Bank transfer (automatic),65.2,3716.4
4983-CCWMC,0,Male,0,0,0,3,1,No,Fiber optic,No,No,No,No,No,No,Month-to-month,1,Mailed check,69.6,208.79999999999998
4983-CLMLV,0,Female,0,1,0,52,1,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,Month-to-month,1,Credit card (automatic),102.7,5340.400000000001
4986-MXSFP,0,Female,0,0,0,2,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,1,Mailed check,20.0,40.0
4987-GQWPO,0,Male,0,0,0,17,0,No phone service,DSL,No,No,No,No,No,No,Month-to-month,0,Credit card (automatic),25.1,426.70000000000005
4988-IQIGL,1,Male,1,0,0,1,1,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,1,Electronic check,75.35,75.35
4989-LIXVT,0,Male,1,0,0,68,1,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,1,Electronic check,95.9,6521.200000000001
4990-ALDGW,0,Male,0,0,0,57,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Mailed check,20.75,1182.75
4992-LTJNE,0,Male,0,1,1,72,1,Yes,DSL,Yes,No,No,No,No,No,Two year,0,Bank transfer (automatic),55.3,3981.6
4993-JCRGJ,0,Male,0,0,0,26,1,Yes,Fiber optic,No,No,Yes,Yes,No,No,Month-to-month,1,Mailed check,84.3,2191.7999999999997
4994-OBRSZ,0,Male,0,0,1,14,1,No,DSL,Yes,Yes,Yes,Yes,No,Yes,Two year,0,Bank transfer (automatic),76.1,1065.3999999999999
4998-IKFSE,0,Female,0,0,0,30,1,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,0,Electronic check,100.45,3013.5
4999-IEZLT,0,Male,0,0,0,66,0,No phone service,DSL,No,No,No,Yes,No,No,One year,0,Credit card (automatic),29.45,1943.7
5002-GCQFH,0,Male,0,1,0,49,1,Yes,Fiber optic,Yes,Yes,No,No,Yes,No,Month-to-month,1,Bank transfer (automatic),93.85,4598.65
5003-OKNNK,0,Female,0,1,1,15,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,0,Credit card (automatic),20.35,305.25
5003-XZWWO,0,Male,0,1,0,71,1,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,0,Credit card (automatic),84.2,5978.2
5006-MXVRN,0,Female,0,0,0,39,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Credit card (automatic),20.7,807.3
5010-IPEAQ,0,Female,0,1,1,67,0,No phone service,DSL,Yes,Yes,Yes,Yes,Yes,No,Two year,0,Credit card (automatic),54.2,3631.4
5012-YSPJJ,0,Male,0,1,1,31,1,No,DSL,No,No,Yes,Yes,No,No,Month-to-month,0,Mailed check,54.35,1684.8500000000001
5013-SBUIH,1,Female,0,0,0,50,1,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Two year,1,Electronic check,109.65,5482.5
5014-GSOUQ,0,Male,0,0,0,13,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Mailed check,19.95,259.34999999999997
5014-WUQMG,0,Male,0,1,1,47,1,No,Fiber optic,Yes,Yes,Yes,No,No,Yes,One year,1,Electronic check,96.1,4516.7
5016-ETTFF,1,Male,0,0,0,10,0,No phone service,DSL,No,No,Yes,No,No,No,Month-to-month,0,Mailed check,29.5,295.0
5016-IBERQ,0,Male,0,1,0,23,1,Yes,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,0,Electronic check,84.25,1937.75
5016-LIPDW,0,Male,0,1,1,57,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,0,Mailed check,19.4,1105.8
5018-GWURO,0,Female,0,1,0,56,1,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,1,Bank transfer (automatic),85.6,4793.599999999999
5018-HEKFO,0,Female,0,0,0,10,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,1,Mailed check,24.5,245.0
5018-LXQQG,0,Female,0,1,1,30,1,No,DSL,Yes,No,No,Yes,No,Yes,Month-to-month,0,Bank transfer (automatic),66.3,1989.0
5019-GQVCR,0,Male,1,0,0,43,1,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,1,Electronic check,84.85,3648.5499999999997
5020-ZSTTY,1,Female,1,0,0,54,1,Yes,DSL,Yes,Yes,No,Yes,Yes,Yes,One year,0,Bank transfer (automatic),82.45,4452.3
5022-JNQEQ,0,Female,0,1,1,9,1,No,Fiber optic,No,No,No,Yes,No,No,Month-to-month,1,Electronic check,75.85,682.65
5022-KVDQT,0,Male,0,0,0,27,1,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,1,Electronic check,81.3,2195.1
5025-GOOKI,0,Female,0,0,0,20,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,1,Credit card (automatic),18.9,378.0
5027-QPKTE,1,Male,0,1,0,7,1,No,Fiber optic,No,No,No,No,No,No,Month-to-month,1,Electronic check,69.35,485.44999999999993
5027-XWQHA,1,Male,0,0,0,6,1,No,DSL,No,No,No,No,No,No,Month-to-month,0,Electronic check,44.75,268.5
5027-YOCXN,0,Male,0,1,1,51,1,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,One year,0,Credit card (automatic),110.05,5612.55
5028-GZLDO,1,Male,0,0,0,2,1,No,Fiber optic,No,No,No,No,No,No,Month-to-month,0,Credit card (automatic),70.7,141.4
5028-HTLJB,1,Male,1,0,0,1,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Mailed check,20.05,20.05
5032-MIYKT,0,Female,0,0,0,1,1,No,Fiber optic,No,No,No,No,No,No,Month-to-month,1,Mailed check,70.7,70.7
5032-USPKF,0,Female,0,0,0,38,1,Yes,DSL,Yes,Yes,Yes,No,Yes,Yes,One year,0,Bank transfer (automatic),84.1,3195.7999999999997
5035-BVCXS,0,Male,0,0,0,11,1,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,1,Mailed check,75.9,834.9000000000001
5035-PGZXH,0,Female,0,0,0,56,1,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,1,Electronic check,106.8,5980.8
5038-ETMLM,0,Female,0,1,0,72,1,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,1,Bank transfer (automatic),113.65,8182.8
5039-LZRQT,0,Female,0,0,0,13,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,0,Mailed check,20.2,262.59999999999997
5043-TRZWM,0,Female,0,0,0,1,1,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,0,Electronic check,75.55,75.55
5044-LRQAQ,0,Female,0,1,0,7,1,No,Fiber optic,No,No,No,No,No,No,Month-to-month,1,Bank transfer (automatic),69.2,484.40000000000003
5044-XDPYX,0,Female,0,1,0,51,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Mailed check,25.5,1300.5
5046-NUHWD,0,Female,1,1,0,29,0,No phone service,DSL,Yes,No,Yes,No,No,Yes,Month-to-month,1,Electronic check,45.0,1305.0
5047-LHVLY,1,Male,1,0,1,1,1,No,DSL,No,No,Yes,No,No,No,Month-to-month,1,Mailed check,50.15,50.15
5049-GLYVG,1,Male,0,0,0,1,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Mailed check,20.6,20.6
5049-MUBWG,0,Male,0,0,0,26,1,No,DSL,Yes,No,No,Yes,Yes,Yes,One year,0,Bank transfer (automatic),75.0,1950.0
5052-PNLOS,1,Male,0,0,0,3,1,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,1,Bank transfer (automatic),105.35,316.04999999999995
5054-IEXZT,1,Male,0,0,1,1,1,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,1,Electronic check,75.35,75.35
5055-BRMNE,0,Female,0,1,1,67,1,Yes,Fiber optic,Yes,No,No,Yes,Yes,Yes,Two year,0,Credit card (automatic),106.7,7148.900000000001
5055-MGMGF,0,Female,0,1,0,65,1,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,Month-to-month,1,Electronic check,105.05,6828.25
5056-FIMPT,0,Female,0,0,1,43,1,No,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,One year,1,Credit card (automatic),106.0,4558.0
5057-LCOUI,1,Female,0,0,0,39,0,No phone service,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,1,Electronic check,50.75,1979.25
5057-RKGLH,0,Female,0,1,1,9,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Mailed check,20.35,183.15
5060-TQUQN,0,Male,0,1,1,30,1,Yes,Fiber optic,No,Yes,No,Yes,No,No,Month-to-month,1,Bank transfer (automatic),83.55,2506.5
5061-PBXFW,0,Female,0,1,1,32,1,No,DSL,Yes,Yes,No,Yes,No,No,Month-to-month,0,Bank transfer (automatic),61.4,1964.8
5062-CJJKH,0,Male,0,1,1,25,1,No,DSL,No,Yes,Yes,No,No,No,One year,0,Mailed check,53.65,1341.25
5063-IUOKK,0,Male,0,0,0,13,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Mailed check,19.75,256.75
5066-GFJMM,0,Female,0,1,0,3,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,1,Mailed check,19.9,59.699999999999996
5067-DGXLL,0,Male,0,0,0,2,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Mailed check,20.25,40.5
5067-WJEUN,0,Male,0,1,1,67,1,No,DSL,Yes,Yes,No,No,No,No,Two year,1,Bank transfer (automatic),54.2,3631.4
5067-XJQFU,0,Male,1,1,1,66,1,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,One year,1,Electronic check,108.45,7157.7
5071-FBJFS,0,Female,0,1,1,4,1,No,DSL,Yes,No,No,No,No,No,Month-to-month,0,Electronic check,50.3,201.2
5073-RZGBK,0,Female,0,1,1,50,1,Yes,DSL,Yes,Yes,Yes,Yes,No,Yes,One year,1,Bank transfer (automatic),80.05,4002.5
5073-WXOYN,1,Female,0,0,0,60,0,No phone service,DSL,No,Yes,No,No,Yes,Yes,Month-to-month,1,Electronic check,50.8,3048.0
5074-FBGHB,0,Male,0,0,0,64,1,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,One year,1,Credit card (automatic),104.65,6697.6
5075-JSDKI,0,Female,0,0,0,59,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Electronic check,24.45,1442.55
5076-YVXCM,0,Male,0,0,0,51,1,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,0,Bank transfer (automatic),83.4,4253.400000000001
5077-DXTCG,1,Female,0,0,0,1,1,No,DSL,No,No,No,No,No,No,Month-to-month,1,Electronic check,45.3,45.3
5081-NWSUP,0,Female,0,0,0,10,1,No,DSL,No,Yes,No,Yes,No,Yes,One year,0,Mailed check,64.9,649.0
5084-OOVCJ,0,Female,0,1,1,17,1,No,DSL,Yes,No,No,Yes,No,No,Month-to-month,1,Credit card (automatic),55.35,940.95
5087-SUURX,1,Female,0,1,0,18,0,No phone service,DSL,No,No,Yes,No,Yes,No,Month-to-month,1,Electronic check,39.05,702.9
5088-QZLRL,0,Male,0,0,0,1,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Electronic check,20.65,20.65
5089-IFSDP,1,Female,0,1,0,58,1,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Two year,1,Bank transfer (automatic),109.45,6348.1
5090-EMGTC,0,Female,0,1,0,59,1,No,Fiber optic,No,Yes,No,Yes,Yes,Yes,Two year,1,Mailed check,100.05,5902.95
5091-HFAZW,0,Female,0,0,0,2,1,No,Fiber optic,Yes,Yes,No,No,Yes,No,Month-to-month,1,Electronic check,91.15,182.3
5092-STPKP,0,Female,0,0,0,24,1,No,DSL,Yes,No,No,Yes,No,No,Month-to-month,0,Credit card (automatic),56.35,1352.4
5093-FEGLU,0,Female,0,1,0,47,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Bank transfer (automatic),19.65,923.55
5095-AESKG,1,Female,0,1,0,3,1,Yes,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,1,Credit card (automatic),91.5,274.5
5095-ETBRJ,0,Female,0,1,0,55,1,No,DSL,Yes,Yes,No,Yes,No,No,Two year,0,Mailed check,56.8,3124.0
5099-BAILX,1,Male,1,1,1,43,1,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,1,Bank transfer (automatic),110.75,4762.25
5103-MHMHY,1,Female,0,0,1,1,1,No,DSL,No,No,No,No,No,No,Month-to-month,0,Mailed check,45.95,45.95
5108-ADXWO,1,Male,0,0,0,11,1,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,1,Electronic check,73.5,808.5
5110-CHOPY,0,Female,0,0,0,60,0,No phone service,DSL,Yes,No,Yes,No,Yes,Yes,Two year,0,Electronic check,53.6,3216.0
5115-GZDEL,0,Male,0,0,1,72,0,No phone service,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,0,Credit card (automatic),67.2,4838.400000000001
5115-SQAAU,0,Female,0,1,1,69,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,1,Bank transfer (automatic),25.6,1766.4
5117-IFGPS,0,Male,1,1,0,29,1,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,1,Electronic check,84.3,2444.7
5117-ZSMHQ,0,Female,0,1,1,71,1,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,0,Bank transfer (automatic),89.9,6382.900000000001
5118-MUEYH,0,Female,0,1,0,48,1,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,Month-to-month,1,Credit card (automatic),105.1,5044.799999999999
5119-KEPFY,0,Male,0,1,0,36,1,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,1,Bank transfer (automatic),95.0,3420.0
5119-NZPTV,0,Male,1,1,0,2,1,No,Fiber optic,No,No,No,No,No,No,Month-to-month,0,Electronic check,70.1,140.2
5120-ZBLAI,0,Female,0,1,0,50,1,Yes,DSL,No,No,Yes,No,Yes,Yes,One year,0,Bank transfer (automatic),75.7,3785.0
5122-CYFXA,0,Female,0,0,0,3,1,No,DSL,No,Yes,No,Yes,Yes,Yes,Month-to-month,1,Electronic check,75.3,225.89999999999998
5124-EOGYE,0,Male,0,0,0,31,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Mailed check,20.45,633.9499999999999
5125-CNDSP,0,Male,0,0,1,63,0,No phone service,DSL,Yes,Yes,No,Yes,No,No,One year,1,Bank transfer (automatic),40.6,2557.8
5126-RCXYW,0,Male,0,1,1,54,0,No phone service,DSL,No,No,Yes,Yes,No,Yes,Two year,0,Credit card (automatic),46.0,2484.0
5127-BZENZ,0,Female,0,1,1,56,1,Yes,DSL,Yes,No,No,No,Yes,No,One year,0,Bank transfer (automatic),65.2,3651.2000000000003
5129-HHMZC,0,Female,0,1,0,43,1,Yes,DSL,Yes,Yes,No,Yes,Yes,Yes,Two year,0,Credit card (automatic),86.45,3717.35
5129-JLPIS,0,Male,0,0,0,25,1,No,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,1,Electronic check,105.5,2637.5
5130-IEKQT,1,Male,1,0,0,25,1,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,0,Mailed check,105.95,2648.75
5130-YPIRV,0,Female,0,1,0,62,1,No,DSL,Yes,Yes,Yes,No,Yes,No,Two year,1,Credit card (automatic),72.0,4464.0
5131-PONJI,0,Male,0,1,1,49,1,No,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,1,Credit card (automatic),90.4,4429.6
5133-POWUA,0,Male,0,0,0,1,1,No,DSL,No,No,No,No,No,No,Month-to-month,1,Mailed check,45.8,45.8
5133-VRSAB,0,Male,0,0,0,8,0,No phone service,DSL,Yes,No,No,No,No,No,Month-to-month,0,Mailed check,29.35,234.8
5134-IKDAY,1,Female,0,1,1,1,1,No,Fiber optic,No,No,No,No,No,No,Month-to-month,1,Electronic check,69.8,69.8
5135-GRQJV,0,Male,1,1,0,72,1,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,1,Mailed check,114.5,8244.0
5135-RDDQL,0,Female,0,1,1,63,1,No,DSL,Yes,No,No,No,No,No,Two year,1,Bank transfer (automatic),50.65,3190.95
5136-GFPMB,0,Male,0,0,0,54,1,Yes,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,0,Credit card (automatic),89.4,4827.6
5136-KCKGI,1,Female,0,1,1,33,1,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,One year,1,Mailed check,103.7,3422.1
5136-RGMZO,0,Male,0,0,0,31,1,Yes,DSL,No,Yes,No,Yes,Yes,No,Month-to-month,1,Electronic check,71.05,2202.5499999999997
5138-WVKYJ,1,Male,0,0,0,10,1,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,0,Electronic check,98.55,985.5
5140-FOMCQ,0,Female,0,1,0,59,1,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,One year,1,Credit card (automatic),109.15,6439.85
5141-ZUVBH,0,Female,0,0,1,9,1,No,Fiber optic,Yes,No,Yes,Yes,No,Yes,Month-to-month,0,Bank transfer (automatic),93.0,837.0
5143-EGQFK,1,Female,1,0,0,10,0,No phone service,DSL,No,No,No,Yes,No,No,Month-to-month,1,Electronic check,29.65,296.5
5143-WMWOG,1,Male,0,0,0,1,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Electronic check,19.95,19.95
5144-PQCDZ,0,Male,0,0,0,4,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,1,Mailed check,19.95,79.8
5144-TVGLP,0,Male,1,0,0,38,1,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,0,Electronic check,94.75,3600.5
5146-CBVOE,0,Female,0,0,0,16,1,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,0,Bank transfer (automatic),75.1,1201.6
5146-YYFRZ,0,Male,0,0,0,67,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Bank transfer (automatic),19.95,1336.6499999999999
5148-HKFIR,0,Female,0,0,0,20,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Mailed check,19.7,394.0
5148-ORICT,0,Female,0,1,0,64,1,No,DSL,Yes,Yes,Yes,Yes,No,Yes,Two year,1,Mailed check,74.35,4758.4
5149-CUZUJ,0,Male,0,1,1,28,1,No,Fiber optic,No,Yes,Yes,Yes,Yes,No,One year,0,Bank transfer (automatic),92.9,2601.2000000000003
5149-QYTTU,0,Female,0,1,1,71,1,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,No,One year,1,Credit card (automatic),95.15,6755.650000000001
5149-TGWDZ,0,Female,0,0,0,21,1,No,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,One year,1,Mailed check,104.55,2195.5499999999997
5150-ITWWB,0,Male,1,0,0,3,1,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,1,Electronic check,94.85,284.54999999999995
5150-LJNSR,0,Male,0,1,1,31,1,Yes,Fiber optic,Yes,No,Yes,No,Yes,No,One year,0,Bank transfer (automatic),98.05,3039.5499999999997
5151-HQRDG,0,Male,0,1,0,37,1,Yes,DSL,Yes,No,No,No,No,No,Month-to-month,1,Mailed check,55.05,2036.85
5153-LXKDT,0,Male,0,1,1,68,1,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Two year,1,Electronic check,110.2,7493.6
5153-RTHKF,0,Female,0,0,0,34,1,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,0,Electronic check,85.35,2901.8999999999996
5154-VEKBL,1,Female,0,0,0,9,0,No phone service,DSL,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,0,Mailed check,58.5,526.5
5155-AZQPB,0,Female,0,1,1,28,1,Yes,DSL,No,No,No,No,No,No,Month-to-month,0,Mailed check,49.9,1397.2
5156-UMKOW,0,Female,0,0,1,3,0,No phone service,DSL,No,Yes,No,No,No,No,Month-to-month,0,Mailed check,29.65,88.94999999999999
5158-RIVOP,0,Female,0,1,1,11,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Credit card (automatic),20.9,229.89999999999998
5159-YFPKQ,1,Female,0,0,0,2,1,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,1,Electronic check,75.8,151.6
5160-UXJED,0,Male,0,0,1,17,1,No,DSL,No,No,No,No,No,No,One year,0,Mailed check,44.6,758.2
5161-UBZXI,0,Male,0,1,1,69,1,No,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Two year,1,Credit card (automatic),106.35,7338.15
5161-XEUVX,0,Male,0,1,0,37,1,Yes,Fiber optic,No,No,Yes,Yes,Yes,No,Two year,0,Mailed check,94.3,3489.1
5167-GBFRE,1,Male,1,0,0,4,0,No phone service,DSL,No,No,No,No,No,No,Month-to-month,1,Bank transfer (automatic),25.2,100.8
5167-ZFFMM,1,Male,0,0,0,1,1,Yes,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,1,Credit card (automatic),90.85,90.85
5168-MQQCA,0,Female,0,1,0,72,1,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,One year,1,Bank transfer (automatic),108.5,7812.0
5168-MSWXT,0,Male,0,1,1,8,1,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,1,Electronic check,94.75,758.0
5170-PTRKA,0,Female,0,1,1,49,0,No phone service,DSL,Yes,No,No,Yes,No,No,One year,1,Credit card (automatic),35.8,1754.1999999999998
5171-EPLKN,0,Male,0,0,0,27,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Credit card (automatic),19.85,535.95
5172-MIGPM,0,Male,0,0,0,4,1,Yes,DSL,No,No,No,Yes,No,Yes,Month-to-month,0,Mailed check,65.55,262.2
5172-RKOCB,0,Male,0,1,0,72,1,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Two year,1,Credit card (automatic),108.95,7844.400000000001
5173-WXOQV,0,Male,0,1,0,2,1,No,DSL,No,Yes,No,Yes,No,Yes,Month-to-month,1,Mailed check,64.2,128.4
5173-ZXXXL,0,Male,0,0,0,2,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,0,Mailed check,19.95,39.9
5174-ITUMV,0,Male,0,1,1,67,1,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,1,Electronic check,105.4,7061.8
5174-RNGBH,1,Female,0,0,0,9,1,No,DSL,No,Yes,No,Yes,Yes,No,Month-to-month,0,Mailed check,66.25,596.25
5175-AOBHI,1,Female,0,0,0,4,1,No,DSL,No,No,No,No,No,No,Month-to-month,1,Mailed check,46.0,184.0
5175-WLYXL,0,Male,0,0,0,22,1,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,1,Mailed check,78.85,1734.6999999999998
5176-LDKUH,0,Female,0,0,0,48,1,No,Fiber optic,No,Yes,No,No,No,No,One year,0,Electronic check,75.15,3607.2000000000003
5176-LMJXE,0,Female,0,0,0,47,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,1,Mailed check,20.55,965.85
5176-OLSKT,0,Female,0,1,0,66,1,Yes,DSL,Yes,Yes,Yes,No,No,No,Two year,0,Bank transfer (automatic),66.9,4415.400000000001
5177-RVZNU,0,Female,0,0,1,37,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,0,Bank transfer (automatic),20.3,751.1
5178-LMXOP,1,Male,1,1,0,1,1,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,1,Electronic check,95.1,95.1
5180-UCIIQ,1,Male,1,1,1,22,0,No phone service,DSL,Yes,No,No,No,No,Yes,Month-to-month,0,Mailed check,40.05,881.0999999999999
5181-OABFK,0,Female,0,1,1,56,1,No,DSL,Yes,Yes,Yes,No,No,No,Two year,1,Credit card (automatic),61.3,3432.7999999999997
5183-KLYEM,0,Female,0,0,0,72,1,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,1,Credit card (automatic),112.75,8118.0
5183-SNMJQ,0,Male,0,0,0,10,1,No,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,1,Credit card (automatic),95.1,951.0
5186-EJEGL,0,Male,0,0,0,9,1,No,DSL,Yes,No,Yes,Yes,Yes,No,Month-to-month,1,Mailed check,69.5,625.5
5186-PEIZU,0,Female,0,0,0,35,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Bank transfer (automatic),19.25,673.75
5186-SAMNZ,1,Male,1,0,0,1,1,No,Fiber optic,No,No,No,No,No,No,Month-to-month,1,Bank transfer (automatic),69.5,69.5
